lat,lng,desc,zip,title,timeStamp,twp,addr,e
40.1837007,-75.0943449,LINCOLN AVE & TERRACE AVE; HATBORO; 2015-12-15 @ 21:55:48;,19040,Traffic: VEHICLE ACCIDENT -,12/15/2015 21:55,HATBORO,LINCOLN AVE & TERRACE AVE,1
40.1837007,-75.0943449,LINCOLN AVE & TERRACE AVE; HATBORO; 2015-12-15 @ 21:57:29-Station:STA95;,19040,Fire: VEHICLE ACCIDENT,12/15/2015 21:57,HATBORO,LINCOLN AVE & TERRACE AVE,1
40.1837007,-75.0943449,LINCOLN AVE & TERRACE AVE;  HATBORO; Station 384; 2015-12-15 @ 21:57:41;,19040,EMS: VEHICLE ACCIDENT,12/15/2015 21:57,HATBORO,LINCOLN AVE & TERRACE AVE,1
40.2476533,-75.2916162,2ND ST & N MITCHELL AVE;  LANSDALE; Station 345; 2015-12-15 @ 21:56:38;,19446,EMS: FALL VICTIM,12/15/2015 21:56,LANSDALE,2ND ST & N MITCHELL AVE,1
40.1463007,-75.0600812,HUNTINGDON PIKE & CALVIN RD;  LOWER MORELAND; Station 355; 2015-12-15 @ 21:58:35;,19006,EMS: SUBJECT IN PAIN,12/15/2015 21:58,LOWER MORELAND,HUNTINGDON PIKE & CALVIN RD,1
40.1412001,-75.4820994,THAYER WAY & SLOAN RD;  UPPER PROVIDENCE; Station 3A85; 2015-12-15 @ 22:05:06;,19460,EMS: NAUSEA/VOMITING,12/15/2015 22:05,UPPER PROVIDENCE,THAYER WAY & SLOAN RD,1
40.1808725,-75.0988209,JACKSONVILLE RD; HATBORO; 2015-12-15 @ 21:57:29-Station:STA95;,19040,Fire: VEHICLE ACCIDENT,12/15/2015 21:57,HATBORO,JACKSONVILLE RD,1
40.1808725,-75.0988209,JACKSONVILLE RD;  HATBORO; Station 384; 2015-12-15 @ 21:57:41;,19040,EMS: VEHICLE ACCIDENT,12/15/2015 21:57,HATBORO,JACKSONVILLE RD,1
40.185054,-75.0945526,JACKSONVILLE RD & E COUNTY LINE RD; HATBORO; 2015-12-15 @ 21:55:48;,18974,Traffic: VEHICLE ACCIDENT -,12/15/2015 21:55,HATBORO,JACKSONVILLE RD & E COUNTY LINE RD,1
40.197056,-75.0817219,JACKSONVILLE RD; BUCKS COUNTY; 2015-12-15 @ 21:57:29-Station:STA95;,,Fire: VEHICLE ACCIDENT,12/15/2015 21:57,BUCKS COUNTY,JACKSONVILLE RD,1
40.185054,-75.0945526,JACKSONVILLE RD & E COUNTY LINE RD; BUCKS COUNTY; 2015-12-15 @ 21:55:48;,18974,Traffic: VEHICLE ACCIDENT -,12/15/2015 21:55,BUCKS COUNTY,JACKSONVILLE RD & E COUNTY LINE RD,1
40.1390155,-75.2124309,BETHLEHEM PIKE & WASHINGTON LN;  UPPER DUBLIN; Station 351; 2015-12-15 @ 22:14:06;,19034,EMS: ALLERGIC REACTION,12/15/2015 22:14,UPPER DUBLIN,BETHLEHEM PIKE & WASHINGTON LN,1
40.1179612,-75.138188,BRADFIELD RD & EDGE HILL RD; ABINGTON; 2015-12-15 @ 22:16:07;,19038,Traffic: ROAD OBSTRUCTION -,12/15/2015 22:16,ABINGTON,BRADFIELD RD & EDGE HILL RD,1
40.185054,-75.0945526,JACKSONVILLE RD & E COUNTY LINE RD; BUCKS COUNTY; 2015-12-15 @ 22:19:34;,18974,Traffic: VEHICLE ACCIDENT -,12/15/2015 22:19,BUCKS COUNTY,JACKSONVILLE RD & E COUNTY LINE RD,1
40.1718377,-75.2690951,MORRIS RD & GINKGO DR; WHITPAIN; 2015-12-15 @ 22:21:29;,19422,Traffic: VEHICLE ACCIDENT -,12/15/2015 22:21,WHITPAIN,MORRIS RD & GINKGO DR,1
40.1410919,-75.4101903,PARK AVE & WOODLAND AVE; LOWER PROVIDENCE; 2015-12-15 @ 22:27:50-Station:STA53;,19403,Fire: VEHICLE ACCIDENT,12/15/2015 22:27,LOWER PROVIDENCE,PARK AVE & WOODLAND AVE,1
40.037334,-75.3159164,PASTURE LN & MIDDLE RD;  LOWER MERION; Station 313A; 2015-12-15 @ 22:30:49;,19010,EMS: FEVER,12/15/2015 22:30,LOWER MERION,PASTURE LN & MIDDLE RD,1
40.0921365,-75.1620346,EASTON RD & LIMEKILN PIKE;  CHELTENHAM; Station 358A; 2015-12-15 @ 22:27:05;,19095,EMS: SYNCOPAL EPISODE,12/15/2015 22:27,CHELTENHAM,EASTON RD & LIMEKILN PIKE,1
40.1410919,-75.4101903,PARK AVE & WOODLAND AVE; LOWER PROVIDENCE; 2015-12-15 @ 22:27:59;,19403,Traffic: VEHICLE ACCIDENT -,12/15/2015 22:27,LOWER PROVIDENCE,PARK AVE & WOODLAND AVE,1
40.091284,-75.373204,DEKALB PIKE & BRANDYWINE LN;  UPPER MERION; Station 317; 2015-12-15 @ 22:31:23;,19406,EMS: ABDOMINAL PAINS,12/15/2015 22:31,UPPER MERION,DEKALB PIKE & BRANDYWINE LN,1
40.1410919,-75.4101903,PARK AVE & WOODLAND AVE;  LOWER PROVIDENCE; Station 322A; 2015-12-15 @ 22:36:32;,19403,EMS: VEHICLE ACCIDENT,12/15/2015 22:36,LOWER PROVIDENCE,PARK AVE & WOODLAND AVE,1
40.1302313,-75.4271605,W ORCHARD LN; LOWER PROVIDENCE; 2015-12-15 @ 22:43:46-Station:STA53;,19403,Fire: ELECTRICAL FIRE OUTSIDE,12/15/2015 22:43,LOWER PROVIDENCE,W ORCHARD LN,1
40.0045557,-75.2843574,LANCASTER AVE & CHATHAM RD;  LOWER MERION; Station 313; 2015-12-15 @ 22:52:21;,19003,EMS: RESPIRATORY EMERGENCY,12/15/2015 22:52,LOWER MERION,LANCASTER AVE & CHATHAM RD,1
40.1790926,-75.1830602,NORRISTOWN RD & N LIMEKILN PIKE; UPPER DUBLIN; 2015-12-15 @ 23:00:27;,19002,Traffic: VEHICLE ACCIDENT -,12/15/2015 23:00,UPPER DUBLIN,NORRISTOWN RD & N LIMEKILN PIKE,1
40.1182076,-75.1670422,SUMMIT AVE & CHELSEA AVE;  UPPER DUBLIN; Station 383; 2015-12-15 @ 23:20:44;,19038,EMS: CARDIAC EMERGENCY,12/15/2015 23:20,UPPER DUBLIN,SUMMIT AVE & CHELSEA AVE,1
40.1397106,-75.448827,CIDER MILL RD & FREEDOM VALLEY DR; UPPER PROVIDENCE; 2015-12-15 @ 23:45:45;,19426,Traffic: DISABLED VEHICLE -,12/15/2015 23:45,UPPER PROVIDENCE,CIDER MILL RD & FREEDOM VALLEY DR,1
40.1694725,-75.1714209,LUDWELL DR & PURDIE LN;  UPPER DUBLIN; Station 351; 2015-12-15 @ 23:52:06;,19002,EMS: FALL VICTIM,12/15/2015 23:52,UPPER DUBLIN,LUDWELL DR & PURDIE LN,1
40.1390335,-75.5074287,LANDIS ST; UPPER PROVIDENCE; 2015-12-16 @ 00:05:47-Station:STA99;,19453,Fire: VEHICLE ACCIDENT,12/16/2015 0:05,UPPER PROVIDENCE,LANDIS ST,1
40.1390113,-75.5083034,LANDIS ST & JACOBS ST; UPPER PROVIDENCE; 2015-12-16 @ 00:06:03;,19453,Traffic: VEHICLE ACCIDENT -,12/16/2015 0:06,UPPER PROVIDENCE,LANDIS ST & JACOBS ST,1
40.1177853,-75.3034854,SANDY HILL RD & PLYMOUTH RD; PLYMOUTH; 2015-12-16 @ 00:14:25;,19462,Traffic: DISABLED VEHICLE -,12/16/2015 0:14,PLYMOUTH,SANDY HILL RD & PLYMOUTH RD,1
39.9975366,-75.2342914,W CITY AVE & N 53RD ST; LOWER MERION; 2015-12-16 @ 00:50:05;,19131,Traffic: VEHICLE ACCIDENT -,12/16/2015 0:50,LOWER MERION,W CITY AVE & N 53RD ST,1
40.0671349,-75.3180665,MATSONFORD RD & RAMP I76 WB TO MATSONFORD RD; WEST CONSHOHOCKEN; 2015-12-16 @ 01:07:12;,19428,Traffic: DISABLED VEHICLE -,12/16/2015 1:07,WEST CONSHOHOCKEN,MATSONFORD RD & RAMP I76 WB TO MATSONFORD RD,1
40.117892,-75.3511649,MAIN ST & CHAIN ST;  NORRISTOWN; Station 308A; 2015-12-16 @ 01:19:10;,19401,EMS: DIABETIC EMERGENCY,12/16/2015 1:19,NORRISTOWN,MAIN ST & CHAIN ST,1
40.092359,-75.2949469,NORTH LN & SHERWOOD LN;  PLYMOUTH; Station 308; 2015-12-16 @ 01:41:36;,19428,EMS: UNCONSCIOUS SUBJECT,12/16/2015 1:41,PLYMOUTH,NORTH LN & SHERWOOD LN,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-16 @ 01:42:42;,19438,EMS: CARDIAC EMERGENCY,12/16/2015 1:42,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.2942412,-75.3616897,MOYER RD & HALTEMAN RD; FRANCONIA; 2015-12-16 @ 01:50:37-Station:STA74;,18964,Fire: FIRE ALARM,12/16/2015 1:50,FRANCONIA,MOYER RD & HALTEMAN RD,1
40.1049161,-75.1249119,OLD YORK RD & BAEDER RD;  ABINGTON; Station 382; 2015-12-16 @ 01:54:29;,19046,EMS: CARDIAC EMERGENCY,12/16/2015 1:54,ABINGTON,OLD YORK RD & BAEDER RD,1
40.1759396,-75.2893863,SPYGLASS DR & FAIRWAY DR;  WHITPAIN; Station 385; 2015-12-16 @ 02:16:11;,19422,EMS: SUBJECT IN PAIN,12/16/2015 2:16,WHITPAIN,SPYGLASS DR & FAIRWAY DR,1
40.2890267,-75.3995896,MAIN ST & OLD SUMNEYTOWN PIKE;  LOWER SALFORD; Station 344; 2015-12-16 @ 02:24:06;,19438,EMS: UNCONSCIOUS SUBJECT,12/16/2015 2:24,LOWER SALFORD,MAIN ST & OLD SUMNEYTOWN PIKE,1
40.1061983,-75.1553636,CLIVEDEN AVE & FAIRHILL AVE;  ABINGTON; Station 383; 2015-12-16 @ 02:31:09;,19038,EMS: UNKNOWN MEDICAL EMERGENCY,12/16/2015 2:31,ABINGTON,CLIVEDEN AVE & FAIRHILL AVE,1
40.1024382,-75.1383097,JENKINTOWN RD & HIGHLAND AVE;  ABINGTON; Station 383; 2015-12-16 @ 02:35:17;,19046,EMS: SUBJECT IN PAIN,12/16/2015 2:35,ABINGTON,JENKINTOWN RD & HIGHLAND AVE,1
40.1569996,-75.157359,SOMERSET ST & SALT KETTLE CIR;  UPPER DUBLIN; Station 381; 2015-12-16 @ 02:42:37;,19025,EMS: CARDIAC EMERGENCY,12/16/2015 2:42,UPPER DUBLIN,SOMERSET ST & SALT KETTLE CIR,1
40.0883549,-75.3821004,DEKALB PIKE & ALLENDALE RD; UPPER MERION; 2015-12-16 @ 02:44:28;,19406,Traffic: VEHICLE ACCIDENT -,12/16/2015 2:44,UPPER MERION,DEKALB PIKE & ALLENDALE RD,1
40.120312,-75.357072,MAIN ST & NOBLE ST;  NORRISTOWN; Station 308A; 2015-12-16 @ 02:48:22;,19401,EMS: HEAD INJURY,12/16/2015 2:48,NORRISTOWN,MAIN ST & NOBLE ST,1
40.2674901,-75.3763943,MAIN ST & CLEMENS RD; LOWER SALFORD; 2015-12-16 @ 02:52:34;,19438,Traffic: VEHICLE ACCIDENT -,12/16/2015 2:52,LOWER SALFORD,MAIN ST & CLEMENS RD,1
40.1138159,-75.3257789,COOKE LN & CEDAR LN;  NORRISTOWN; Station 308A; 2015-12-16 @ 03:05:10;,19401,EMS: ABDOMINAL PAINS,12/16/2015 3:05,NORRISTOWN,COOKE LN & CEDAR LN,1
40.2450058,-75.5930476,HIGH ST & BROWN ST;  LOWER POTTSGROVE; Station 329; 2015-12-16 @ 03:16:35;,19464,EMS: SUBJECT IN PAIN,12/16/2015 3:16,LOWER POTTSGROVE,HIGH ST & BROWN ST,1
40.0158987,-75.272355,MORENO RD & HEMLOCK RD;  LOWER MERION; Station 313; 2015-12-16 @ 03:35:32;,19096,EMS: UNKNOWN MEDICAL EMERGENCY,12/16/2015 3:35,LOWER MERION,MORENO RD & HEMLOCK RD,1
40.0909924,-75.1871276,WIDENER RD & CHELTENHAM AVE;  SPRINGFIELD; Station 311; 2015-12-16 @ 03:55:48;,19038,EMS: FALL VICTIM,12/16/2015 3:55,SPRINGFIELD,WIDENER RD & CHELTENHAM AVE,1
40.4029893,-75.5352156,SILO LN & LANTERN LN;  UPPER HANOVER; Station 369; 2015-12-16 @ 04:14:47;,18041,EMS: SUBJECT IN PAIN,12/16/2015 4:14,UPPER HANOVER,SILO LN & LANTERN LN,1
40.2309343,-75.5221245,RT422  & RAMP EVERGREEN RD TO RT422 EB; LIMERICK; 2015-12-16 @ 04:51:12-Station:STA54;,19468,Fire: VEHICLE ACCIDENT,12/16/2015 4:51,LIMERICK,RT422  & RAMP EVERGREEN RD TO RT422 EB,1
40.2309343,-75.5221245,RT422  & RAMP EVERGREEN RD TO RT422 EB;  LIMERICK; Station 324A; 2015-12-16 @ 04:51:26;,19468,EMS: VEHICLE ACCIDENT,12/16/2015 4:51,LIMERICK,RT422  & RAMP EVERGREEN RD TO RT422 EB,1
40.2629833,-75.3193739,FORTY FOOT RD & WELSH RD; HATFIELD TOWNSHIP; 2015-12-16 @ 04:52:17;,19446,Traffic: VEHICLE ACCIDENT -,12/16/2015 4:52,HATFIELD TOWNSHIP,FORTY FOOT RD & WELSH RD,1
40.2629833,-75.3193739,FORTY FOOT RD & WELSH RD; HATFIELD TOWNSHIP; 2015-12-16 @ 04:53:18;,19446,Traffic: VEHICLE ACCIDENT -,12/16/2015 4:53,HATFIELD TOWNSHIP,FORTY FOOT RD & WELSH RD,1
40.2253209,-75.5153878,RIDGE PIKE & SUNSET RD; LIMERICK; 2015-12-16 @ 04:56:15;,19468,Traffic: ROAD OBSTRUCTION -,12/16/2015 4:56,LIMERICK,RIDGE PIKE & SUNSET RD,1
40.038869,-75.257485,OAKWOOD DR & OAKWOOD TER;  LOWER MERION; Station 313; 2015-12-16 @ 05:04:13;,19072,EMS: FALL VICTIM,12/16/2015 5:04,LOWER MERION,OAKWOOD DR & OAKWOOD TER,1
40.1033767,-75.4124499,VALLEY FORGE CIR & OLD VALLEY FORGE RD;  UPPER MERION; Station 317; 2015-12-16 @ 05:11:03;,19406,EMS: CARDIAC EMERGENCY,12/16/2015 5:11,UPPER MERION,VALLEY FORGE CIR & OLD VALLEY FORGE RD,1
40.1335723,-75.4515182,EGYPT RD & CRESSON BLVD;  UPPER PROVIDENCE; Station 322A; 2015-12-16 @ 05:16:54;,19426,EMS: CARDIAC EMERGENCY,12/16/2015 5:16,UPPER PROVIDENCE,EGYPT RD & CRESSON BLVD,1
40.1242351,-75.4105282,MADISON AVE & EISENHOWER AVE; LOWER PROVIDENCE; 2015-12-16 @ 05:22:03-Station:STA53;,19403,Fire: FIRE ALARM,12/16/2015 5:22,LOWER PROVIDENCE,MADISON AVE & EISENHOWER AVE,1
40.1120824,-75.3298582,SANDY ST & TREMONT AVE;  NORRISTOWN; Station 308A; 2015-12-16 @ 05:26:25;,19401,EMS: RESPIRATORY EMERGENCY,12/16/2015 5:26,NORRISTOWN,SANDY ST & TREMONT AVE,1
40.1242351,-75.4105282,MADISON AVE & EISENHOWER AVE; LOWER PROVIDENCE; 2015-12-16 @ 05:39:02-Station:STA53;,19403,Fire: FIRE ALARM,12/16/2015 5:39,LOWER PROVIDENCE,MADISON AVE & EISENHOWER AVE,1
39.9819244,-75.2771773,CLIFF RD & HARROGATE RD;  LOWER MERION; Station 313; 2015-12-16 @ 05:44:18;,19096,EMS: FALL VICTIM,12/16/2015 5:44,LOWER MERION,CLIFF RD & HARROGATE RD,1
40.0249667,-75.2829046,ROSEMONT AVE & DEAD END;  LOWER MERION; Station 313; 2015-12-16 @ 05:46:27;,,EMS: RESPIRATORY EMERGENCY,12/16/2015 5:46,LOWER MERION,ROSEMONT AVE & DEAD END,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-16 @ 06:07:14;,19403,EMS: FALL VICTIM,12/16/2015 6:07,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.089973,-75.1410849,FERNBROOK AVE & MAPLE AVE;  CHELTENHAM; Station 358A; 2015-12-16 @ 06:15:55;,19095,EMS: DIABETIC EMERGENCY,12/16/2015 6:15,CHELTENHAM,FERNBROOK AVE & MAPLE AVE,1
40.2250992,-75.2076515,HORSHAM RD & GREEN TREE TAVERN RD;  HORSHAM; Station 352; 2015-12-16 @ 06:14:55;,19454,EMS: CARDIAC EMERGENCY,12/16/2015 6:14,HORSHAM,HORSHAM RD & GREEN TREE TAVERN RD,1
40.1330371,-75.4084631,SHANNONDELL DR & SHANNONDELL BLVD;  LOWER PROVIDENCE; Station 322A; 2015-12-16 @ 06:16:57;,19403,EMS: HEMORRHAGING,12/16/2015 6:16,LOWER PROVIDENCE,SHANNONDELL DR & SHANNONDELL BLVD,1
40.197743,-75.1160348,MEETINGHOUSE RD & W COUNTY LINE RD; HORSHAM; 2015-12-16 @ 06:20:24;,19040,Traffic: DISABLED VEHICLE -,12/16/2015 6:20,HORSHAM,MEETINGHOUSE RD & W COUNTY LINE RD,1
40.2423803,-75.6289417,CENTER AVE & SOUTH ST;  POTTSTOWN; Station 329; 2015-12-16 @ 06:24:05;,19464,EMS: ABDOMINAL PAINS,12/16/2015 6:24,POTTSTOWN,CENTER AVE & SOUTH ST,1
40.1147453,-75.2854469,GERMANTOWN PIKE & LAUNFALL RD; PLYMOUTH; 2015-12-16 @ 06:21:28-Station:STA44;,19462,Fire: TRASH/DUMPSTER FIRE,12/16/2015 6:21,PLYMOUTH,GERMANTOWN PIKE & LAUNFALL RD,1
40.0249667,-75.2829046,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS; LOWER MERION; 2015-12-16 @ 06:27:28;,,Traffic: VEHICLE ACCIDENT -,12/16/2015 6:27,LOWER MERION,SCHUYLKILL EXPY & WAVERLY RD UNDERPASS,1
40.1784422,-75.1285061,BEATRICE AVE & SHORT WAY;  HORSHAM; Station 352; 2015-12-16 @ 06:37:11;,,EMS: RESPIRATORY EMERGENCY,12/16/2015 6:37,HORSHAM,BEATRICE AVE & SHORT WAY,1
40.0227144,-75.3208633,W LANCASTER AVE & N BRYN MAWR AVE; LOWER MERION; 2015-12-16 @ 06:38:48;,19010,Traffic: DISABLED VEHICLE -,12/16/2015 6:38,LOWER MERION,W LANCASTER AVE & N BRYN MAWR AVE,1
40.1011541,-75.1748023,WILLOW GROVE AVE & BRIDLE RD; CHELTENHAM; 2015-12-16 @ 06:50:35-Station:STA1;,19038,Fire: FIRE INVESTIGATION,12/16/2015 6:50,CHELTENHAM,WILLOW GROVE AVE & BRIDLE RD,1
40.241704,-75.2805779,3RD ST & N CHESTNUT ST;  LANSDALE; Station 345; 2015-12-16 @ 06:49:30;,19446,EMS: RESPIRATORY EMERGENCY,12/16/2015 6:49,LANSDALE,3RD ST & N CHESTNUT ST,1
40.1815508,-75.2163035,NORRISTOWN RD;  LOWER GWYNEDD; Station 351; 2015-12-16 @ 06:54:18;,19002,EMS: VEHICLE ACCIDENT,12/16/2015 6:54,LOWER GWYNEDD,NORRISTOWN RD,1
40.1499398,-75.3396256,GERMANTOWN PIKE & RICHFIELD RD; EAST NORRITON; 2015-12-16 @ 06:51:04;,19403,Traffic: VEHICLE ACCIDENT -,12/16/2015 6:51,EAST NORRITON,GERMANTOWN PIKE & RICHFIELD RD,1
40.1835364,-75.2217608,NORRISTOWN RD & MCKEAN RD; LOWER GWYNEDD; 2015-12-16 @ 06:54:07;,19002,Traffic: VEHICLE ACCIDENT -,12/16/2015 6:54,LOWER GWYNEDD,NORRISTOWN RD & MCKEAN RD,1
40.0112563,-75.2598772,MONTGOMERY AVE & PRICE AVE; NARBERTH; 2015-12-16 @ 06:56:55;,19072,Traffic: VEHICLE ACCIDENT -,12/16/2015 6:56,NARBERTH,MONTGOMERY AVE & PRICE AVE,1
40.3452923,-75.5092758,HENNING RD & HILL RD; NEW HANOVER; 2015-12-16 @ 06:59:24;,18054,Traffic: DISABLED VEHICLE -,12/16/2015 6:59,NEW HANOVER,HENNING RD & HILL RD,1
40.1653564,-75.2187019,BETHLEHEM PIKE & TENNIS AVE;  AMBLER; Station 351; 2015-12-16 @ 07:03:48;,19002,EMS: CARDIAC EMERGENCY,12/16/2015 7:03,AMBLER,BETHLEHEM PIKE & TENNIS AVE,1
40.2527138,-75.6521727,4TH ST & JOHNSON ST;  POTTSTOWN; Station 329; 2015-12-16 @ 07:11:09;,19464,EMS: CVA/STROKE,12/16/2015 7:11,POTTSTOWN,4TH ST & JOHNSON ST,1
40.1041054,-75.3569152,ROSS RD & W BORO LINE RD;  BRIDGEPORT; Station 317; 2015-12-16 @ 07:15:22;,19406,EMS: RESPIRATORY EMERGENCY,12/16/2015 7:15,BRIDGEPORT,ROSS RD & W BORO LINE RD,1
40.1784322,-75.1931236,BUTLER PIKE & NORRISTOWN RD;  UPPER DUBLIN; Station 351; 2015-12-16 @ 07:29:35;,19002,EMS: FALL VICTIM,12/16/2015 7:29,UPPER DUBLIN,BUTLER PIKE & NORRISTOWN RD,1
40.1196045,-75.2849004,GERMANTOWN PIKE & ATRIUM WAY;  PLYMOUTH; Station 308; 2015-12-16 @ 07:28:23;,19462,EMS: UNKNOWN MEDICAL EMERGENCY,12/16/2015 7:28,PLYMOUTH,GERMANTOWN PIKE & ATRIUM WAY,1
40.2422576,-75.4727764,SEITZ RD & N TOWNSHIP LINE RD; LIMERICK; 2015-12-16 @ 07:27:51;,19473,Traffic: VEHICLE ACCIDENT -,12/16/2015 7:27,LIMERICK,SEITZ RD & N TOWNSHIP LINE RD,1
40.095755,-75.2851927,BUTLER PIKE & KARRS LN; PLYMOUTH; 2015-12-16 @ 07:35:24-Station:STA44;,19428,Fire: FIRE ALARM,12/16/2015 7:35,PLYMOUTH,BUTLER PIKE & KARRS LN,1
40.170212,-75.059102,ROSE VALLEY RD & MARIAN AVE;  BUCKS COUNTY; Station EMS; 2015-12-16 @ 07:34:50;,18966,EMS: DIZZINESS,12/16/2015 7:34,BUCKS COUNTY,ROSE VALLEY RD & MARIAN AVE,1
40.1829368,-75.4362977,GERMANTOWN PIKE & CROSSKEYS RD; LOWER PROVIDENCE; 2015-12-16 @ 07:36:52;,19426,Traffic: VEHICLE ACCIDENT -,12/16/2015 7:36,LOWER PROVIDENCE,GERMANTOWN PIKE & CROSSKEYS RD,1
40.212685,-75.2515847,DEKALB PIKE & HANCOCK RD; UPPER GWYNEDD; 2015-12-16 @ 07:41:58;,19454,Traffic: VEHICLE ACCIDENT -,12/16/2015 7:41,UPPER GWYNEDD,DEKALB PIKE & HANCOCK RD,1
40.2518845,-75.6528626,3RD ST & JOHNSON ST;  POTTSTOWN; Station 329; 2015-12-16 @ 07:55:36;,19464,EMS: DIZZINESS,12/16/2015 7:55,POTTSTOWN,3RD ST & JOHNSON ST,1
40.1182906,-75.3495296,ASTOR ST & W AIRY ST;  NORRISTOWN; Station 308A; 2015-12-16 @ 07:54:16;,19401,EMS: FALL VICTIM,12/16/2015 7:54,NORRISTOWN,ASTOR ST & W AIRY ST,1
40.266475,-75.4027808,HARLEYSVILLE PIKE & OLD MORRIS RD;  LOWER SALFORD; Station 344; 2015-12-16 @ 07:53:34;,19438,EMS: SEIZURES,12/16/2015 7:53,LOWER SALFORD,HARLEYSVILLE PIKE & OLD MORRIS RD,1
40.0981001,-75.3681554,HEARTHSTONE RD & FOX RUN RD;  UPPER MERION; Station 317; 2015-12-16 @ 07:56:04;,19406,EMS: HEAD INJURY,12/16/2015 7:56,UPPER MERION,HEARTHSTONE RD & FOX RUN RD,1
40.1333926,-75.2583697,ORCHARD CT & COPPER BEECH DR;  WHITPAIN; Station 385; 2015-12-16 @ 08:00:07;,19422,EMS: UNRESPONSIVE SUBJECT,12/16/2015 8:00,WHITPAIN,ORCHARD CT & COPPER BEECH DR,1
40.184874,-75.449274,MAIN ST & E 1ST AVE; COLLEGEVILLE; 2015-12-16 @ 07:59:05-Station:STA34;,19426,Fire: DEBRIS/FLUIDS ON HIGHWAY,12/16/2015 7:59,COLLEGEVILLE,MAIN ST & E 1ST AVE,1
40.184874,-75.449274,MAIN ST & E 1ST AVE; COLLEGEVILLE; 2015-12-16 @ 07:59:38;,19426,Traffic: DEBRIS/FLUIDS ON HIGHWAY -,12/16/2015 7:59,COLLEGEVILLE,MAIN ST & E 1ST AVE,1
40.1450651,-75.098949,RED BARN RD & DEER RUN RD; UPPER MORELAND; 2015-12-16 @ 07:59:55;,19090,Traffic: DISABLED VEHICLE -,12/16/2015 7:59,UPPER MORELAND,RED BARN RD & DEER RUN RD,1
40.2449124,-75.6443631,HIGH ST & S FRANKLIN ST;  POTTSTOWN; Station 329; 2015-12-16 @ 08:03:06;,19464,EMS: RESPIRATORY EMERGENCY,12/16/2015 8:03,POTTSTOWN,HIGH ST & S FRANKLIN ST,1
40.2095201,-75.5051759,S TOWNSHIP LINE RD; LIMERICK; 2015-12-16 @ 08:10:41-Station:STA51;,19468,Fire: VEHICLE ACCIDENT,12/16/2015 8:10,LIMERICK,S TOWNSHIP LINE RD,1
40.2309343,-75.5221245,S TOWNSHIP LINE RD & RAMP TOWNSHIP LINE RD TO RT422 EB; LIMERICK; 2015-12-16 @ 08:08:52;,19468,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:08,LIMERICK,S TOWNSHIP LINE RD & RAMP TOWNSHIP LINE RD TO RT422 EB,1
40.1707633,-75.2966232,SKIPPACK PIKE & OAK RIDGE DR; WHITPAIN; 2015-12-16 @ 08:07:19;,19422,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:07,WHITPAIN,SKIPPACK PIKE & OAK RIDGE DR,1
40.190486,-75.1300413,BROADWAY AVE & WATSON AVE; HORSHAM; 2015-12-16 @ 08:14:30-Station:STA15;,19044,Fire: FIRE ALARM,12/16/2015 8:14,HORSHAM,BROADWAY AVE & WATSON AVE,1
39.9910418,-75.2620178,LANCASTER AVE & FOXGLOVE LN; LOWER MERION; 2015-12-16 @ 08:20:40;,19096,Traffic: HAZARDOUS ROAD CONDITIONS -,12/16/2015 8:20,LOWER MERION,LANCASTER AVE & FOXGLOVE LN,1
40.1723141,-75.4927278,RT422  & TROUTMAN RD UNDERPASS; UPPER PROVIDENCE; 2015-12-16 @ 08:19:21;,,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:19,UPPER PROVIDENCE,RT422  & TROUTMAN RD UNDERPASS,1
40.1082672,-75.3062326,RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB; PLYMOUTH; 2015-12-16 @ 08:23:20;,,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:23,PLYMOUTH,RIDGE PIKE & RAMP I476 NB TO RIDGE PIKE EB,1
40.404428,-75.5086973,4TH ST & STATE ST; EAST GREENVILLE; 2015-12-16 @ 08:23:57;,18041,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:23,EAST GREENVILLE,4TH ST & STATE ST,1
40.4212585,-75.5206771,GRAVEL PIKE & MILL HILL RD; UPPER HANOVER; 2015-12-16 @ 08:23:57;,18041,Traffic: VEHICLE ACCIDENT -,12/16/2015 8:23,UPPER HANOVER,GRAVEL PIKE & MILL HILL RD,1
40.1053544,-75.1305149,GLEN RD & WINDING RD;  ABINGTON; Station 382; 2015-12-16 @ 08:27:15;,19046,EMS: DIABETIC EMERGENCY,12/16/2015 8:27,ABINGTON,GLEN RD & WINDING RD,1
40.0755363,-75.3046354,3RD AVE & FAYETTE ST;  CONSHOHOCKEN; Station 313A; 2015-12-16 @ 08:29:25;,19428,EMS: SEIZURES,12/16/2015 8:29,CONSHOHOCKEN,3RD AVE & FAYETTE ST,1
